category,product_id,product_name,revenue,gross_profit,revenue_rank_in_category,profit_rank_in_category
Books,P000214,BlueLeaf Children 0214,6489.38,3461.21,41,31
Books,P000139,Northstar Press Children 0139,6443.32,2970.12,42,40
Books,P000689,Northstar Press Business 0689,6419.29,2748.61,43,44
Books,P000064,BlueLeaf Fiction 0064,6202.85,1972.19,44,51
Books,P000627,Inkline Technology 0627,6174.16,1955.68,45,52
Books,P000549,Northstar Press Business 0549,6045.73,3224.11,46,37
Books,P000707,PageMint Children 0707,5972.68,1488.68,47,60
Books,P000025,BlueLeaf Fiction 0025,5810.71,1908.21,48,54
Books,P000358,Northstar Press Children 0358,5729.41,1425.51,49,62
Books,P000506,Northstar Press Fiction 0506,5710.11,1798.77,50,56
Books,P000007,Inkline Fiction 0007,5691.86,3010.86,51,39
Books,P000046,PageMint Fiction 0046,5643.05,2883.41,52,42
Books,P000459,Northstar Press Children 0459,5550.53,2351.45,53,47
Books,P000789,Inkline Fiction 0789,5361.3,2781.82,54,43
Books,P000298,BlueLeaf Children 0298,5344.22,1719.06,55,57
Books,P000639,BlueLeaf Fiction 0639,5204.89,2062.17,56,48
Books,P000080,Northstar Press Technology 0080,5015.47,2582.26,57,45
Books,P000787,BlueLeaf Children 0787,4896.25,1245.85,58,64
Books,P000168,Inkline Children 0168,4190.49,1989.41,59,50
Books,P000708,PageMint Technology 0708,4144.67,1427.93,60,61
Books,P000715,BlueLeaf Fiction 0715,4132.81,1937.26,61,53
Books,P000418,PageMint Fiction 0418,4108.69,1217.65,62,65
Books,P000343,Inkline Business 0343,4071.26,1102.47,63,67
Books,P000602,BlueLeaf Technology 0602,4038.58,2028.88,64,49
Books,P000371,PageMint Fiction 0371,4033.06,1120.31,65,66
Books,P000053,BlueLeaf Fiction 0053,3937.91,1550.07,66,59
Books,P000185,Northstar Press Fiction 0185,3035.09,861.45,67,70
Books,P000495,Northstar Press Children 0495,2896.35,1391.09,68,63
Books,P000019,PageMint Fiction 0019,2687.68,905.63,69,68
Books,P000574,PageMint Children 0574,2312.35,893.01,70,69
Books,P000083,PageMint Children 0083,1859.66,560.18,71,72
Books,P000346,PageMint Fiction 0346,1829.34,754.42,72,71
Books,P000014,Inkline Children 0014,1181.87,358.62,73,73
Electronics,P000768,Aster Laptops 0768,4280502.49,921769.15,1,1
Electronics,P000635,Nexora Phones 0635,2392953.43,532532.63,2,4
Electronics,P000086,ZenByte Laptops 0086,2305729.49,767742.52,3,2
Electronics,P000671,Aster Phones 0671,1897806.27,426751.8,4,7
Electronics,P000209,Nexora Laptops 0209,1810319.43,645906.71,5,3
Electronics,P000409,PulseTech Laptops 0409,1776164.46,361175.07,6,11
Electronics,P000759,Orbit Phones 0759,1471770.46,446695.57,7,6
Electronics,P000195,PulseTech Laptops 0195,1431508.57,253684.82,8,15
Electronics,P000442,Aster Laptops 0442,1356410.3,394253.42,9,9
Electronics,P000239,Orbit Laptops 0239,1334777.78,471999.98,10,5
Electronics,P000050,Orbit Phones 0050,1333742.18,404996.18,11,8
Electronics,P000435,Orbit Laptops 0435,1278282.34,315967.7,12,12
Electronics,P000769,ZenByte Laptops 0769,1219222.94,373660.81,13,10
Electronics,P000294,PulseTech Phones 0294,1185097.84,242672.69,14,19
Electronics,P000302,ZenByte Laptops 0302,1017155.65,165291.26,15,38
Electronics,P000590,Aster Cameras 0590,999062.68,164721.48,16,39
Electronics,P000075,Orbit Laptops 0075,960419.35,224236.45,17,22
Electronics,P000725,Aster Laptops 0725,938452.4,250820.93,18,17
Electronics,P000129,Aster Phones 0129,872438.47,252986.67,19,16
Electronics,P000485,Nexora Phones 0485,859160.41,148165.45,20,46
Electronics,P000091,Orbit Cameras 0091,834726.46,233606.46,21,21
Electronics,P000037,Nexora Laptops 0037,830851.47,171135.87,22,36
Electronics,P000555,Aster Laptops 0555,815465.09,264854.27,23,13
Electronics,P000341,Orbit Cameras 0341,804259.98,212999.85,24,23
Electronics,P000123,Orbit Laptops 0123,781343.8,154612.55,25,44
Electronics,P000230,PulseTech Phones 0230,769480.62,209972.16,26,25
Electronics,P000568,ZenByte Cameras 0568,755317.72,151643.95,27,45
Electronics,P000679,ZenByte Cameras 0679,747911.27,176801.27,28,33
Electronics,P000741,Nexora Laptops 0741,737976.37,201581.16,29,28
Electronics,P000561,PulseTech Laptops 0561,731154.55,257631.16,30,14
Electronics,P000059,Nexora Phones 0059,726228.94,199963.83,31,30
Electronics,P000462,Aster Phones 0462,716828.38,243884.94,32,18
Electronics,P000271,Nexora Cameras 0271,695813.56,146589.04,33,47
Electronics,P000029,Aster Phones 0029,689487.11,201527.84,34,29
Electronics,P000018,Aster Cameras 0018,673001.77,122452.65,35,57
Electronics,P000681,ZenByte Phones 0681,667346.64,188728.64,36,32
Electronics,P000404,ZenByte Phones 0404,665879.67,209292.77,37,26
Electronics,P000422,Aster Phones 0422,660501.55,114911.23,38,62
Electronics,P000052,Aster Laptops 0052,653709.64,117394.99,39,61
Electronics,P000764,Orbit Cameras 0764,652264.82,117553.19,40,60
Electronics,P000188,Nexora Phones 0188,629488.82,233727.26,41,20
Electronics,P000552,ZenByte Laptops 0552,626030.99,162856.49,42,41
Electronics,P000636,PulseTech Phones 0636,615895.92,198798.31,43,31
Electronics,P000535,ZenByte Cameras 0535,605721.68,120539.88,44,58
Electronics,P000449,Nexora Cameras 0449,595405.55,210757.61,45,24
Electronics,P000350,ZenByte Laptops 0350,580874.35,126145.35,46,54
Electronics,P000762,ZenByte Laptops 0762,577937.46,176785.02,47,34
Electronics,P000583,Orbit Phones 0583,575581.89,176407.02,48,35
Electronics,P000647,ZenByte Laptops 0647,564141.34,202714.31,49,27
Electronics,P000376,Aster Cameras 0376,540791.62,122580.91,50,56
Electronics,P000423,PulseTech Cameras 0423,530824.8,170860.82,51,37
Electronics,P000723,Nexora Laptops 0723,515505.34,129286.78,52,52
Electronics,P000703,Orbit Laptops 0703,512493.38,91226.73,53,71
Electronics,P000227,PulseTech Phones 0227,511309.53,145399.41,54,48
Electronics,P000474,Nexora Laptops 0474,492769.54,139061.17,55,50
Electronics,P000205,Orbit Cameras 0205,470041.37,164540.09,56,40
Electronics,P000273,Aster Cameras 0273,467256.32,75671.27,57,78
Electronics,P000513,Orbit Laptops 0513,466850.08,120171.56,58,59
Electronics,P000510,Aster Phones 0510,461692.41,125300.31,59,55
Electronics,P000217,ZenByte Cameras 0217,457295.26,93945.46,60,70
Electronics,P000098,ZenByte Cameras 0098,445765.89,142237.56,61,49
Electronics,P000744,Nexora Cameras 0744,445080.19,161057.39,62,42
Electronics,P000204,ZenByte Phones 0204,432490.79,72550.23,63,82
Electronics,P000794,PulseTech Phones 0794,424277.51,136090.07,64,51
Electronics,P000389,ZenByte Cameras 0389,421921.52,90325.3,65,72
Electronics,P000362,ZenByte Cameras 0362,418682.99,127864.43,66,53
Electronics,P000595,Aster Laptops 0595,417995.03,158713.06,67,43
Electronics,P000155,Nexora Phones 0155,410983.51,100980.08,68,67
Electronics,P000451,ZenByte Laptops 0451,401737.25,84775.01,69,73
Electronics,P000519,PulseTech Cameras 0519,398732.65,109243.15,70,64
Electronics,P000028,ZenByte Phones 0028,390300.76,107237.2,71,65
Electronics,P000109,PulseTech Phones 0109,377563.47,100941.71,72,68
Electronics,P000193,ZenByte Audio 0193,344716.84,81467.91,73,76
Electronics,P000392,Nexora Phones 0392,339175.86,111552.06,74,63
Electronics,P000469,Nexora Laptops 0469,330547.3,74007.78,75,81
Electronics,P000150,Nexora Audio 0150,317151.55,54835.2,76,88
Electronics,P000231,Aster Cameras 0231,300900.61,72192.97,77,83
Electronics,P000140,PulseTech Audio 0140,290981.34,106087.39,78,66
Electronics,P000292,Aster Cameras 0292,290709.69,51415.39,79,89
Electronics,P000261,Orbit Phones 0261,286902.07,82932.64,80,75
Electronics,P000619,PulseTech Phones 0619,261126.05,75417.67,81,79
Electronics,P000264,Aster Laptops 0264,260923.45,94927.62,82,69
Electronics,P000523,Nexora Cameras 0523,247761.91,71800.75,83,84
Electronics,P000742,PulseTech Phones 0742,240675.26,83858.76,84,74
Electronics,P000525,Nexora Cameras 0525,231804.66,68831.85,85,87
Electronics,P000069,ZenByte Cameras 0069,222954.79,38615.08,86,96
Electronics,P000650,Aster Cameras 0650,215360.54,78386.89,87,77
Electronics,P000797,Aster Phones 0797,213872.01,71057.16,88,85
Electronics,P000258,PulseTech Audio 0258,209414.73,40634.73,89,95
Electronics,P000664,Nexora Audio 0664,208815.06,74728.89,90,80
Electronics,P000240,Orbit Phones 0240,205141.23,70058.44,91,86
Electronics,P000718,ZenByte Phones 0718,204032.0,36572.18,92,99
Electronics,P000268,Aster Cameras 0268,186655.65,38580.81,93,97
Electronics,P000424,PulseTech Accessories 0424,178180.21,49507.47,94,91
Electronics,P000161,Nexora Audio 0161,177309.47,49740.52,95,90
Electronics,P000136,Aster Audio 0136,173341.64,47163.28,96,92
Electronics,P000395,Orbit Phones 0395,171523.33,41364.33,97,94
Electronics,P000290,Nexora Phones 0290,149727.68,29310.98,98,106
Electronics,P000726,Orbit Audio 0726,139869.73,31210.83,99,105
Electronics,P000337,PulseTech Phones 0337,129184.58,42448.42,100,93
Electronics,P000125,Nexora Audio 0125,124050.56,32239.68,101,103
Electronics,P000437,Nexora Audio 0437,121107.08,32130.2,102,104
Electronics,P000270,Nexora Audio 0270,120995.48,34422.65,103,101
Electronics,P000473,Aster Accessories 0473,120569.07,21646.27,104,111
Electronics,P000335,Aster Accessories 0335,116043.57,27204.45,105,108
Electronics,P000429,ZenByte Audio 0429,115794.39,34578.23,106,100
Electronics,P000287,Nexora Cameras 0287,112871.67,38416.77,107,98
Electronics,P000415,ZenByte Audio 0415,109171.36,17301.84,108,118
Electronics,P000732,PulseTech Accessories 0732,106357.57,28992.31,109,107
Electronics,P000099,PulseTech Audio 0099,96810.9,32383.7,110,102
Electronics,P000281,ZenByte Phones 0281,94113.9,25622.58,111,109
Electronics,P000218,ZenByte Accessories 0218,91123.69,15981.19,112,120
Electronics,P000164,PulseTech Accessories 0164,90424.13,21194.13,113,112
Electronics,P000545,PulseTech Accessories 0545,87442.63,19685.08,114,113
Electronics,P000628,Orbit Audio 0628,78193.38,19441.26,115,114
Electronics,P000207,Orbit Accessories 0207,72256.67,16237.07,116,119
Electronics,P000060,PulseTech Accessories 0060,68348.59,22934.59,117,110
Electronics,P000269,Nexora Audio 0269,65786.74,11108.5,118,124
Electronics,P000548,Aster Audio 0548,56952.73,14794.93,119,121
Electronics,P000775,Nexora Accessories 0775,56246.42,18923.42,120,116
Electronics,P000735,Nexora Audio 0735,54618.09,19218.62,121,115
Electronics,P000417,Aster Audio 0417,52637.66,8167.02,122,131
Electronics,P000005,Orbit Audio 0005,51364.31,17774.3,123,117
Electronics,P000364,PulseTech Accessories 0364,50997.74,10667.74,124,125
Electronics,P000363,Aster Audio 0363,46211.52,8973.93,125,130
Electronics,P000620,PulseTech Audio 0620,41840.35,13865.65,126,122
Electronics,P000375,PulseTech Accessories 0375,41830.88,13665.08,127,123
Electronics,P000339,Orbit Accessories 0339,36746.45,7669.1,128,133
Electronics,P000763,Nexora Accessories 0763,36569.54,9320.5,129,129
Electronics,P000608,Orbit Accessories 0608,32013.99,5513.79,130,138
Electronics,P000310,Orbit Accessories 0310,31749.1,9350.64,131,128
Electronics,P000455,Nexora Accessories 0455,31714.22,6073.7,132,136
Electronics,P000176,Orbit Accessories 0176,30571.2,7883.23,133,132
Electronics,P000085,Nexora Accessories 0085,30111.4,9473.2,134,127
Electronics,P000733,ZenByte Accessories 0733,29712.27,4920.77,135,144
Electronics,P000795,PulseTech Accessories 0795,27650.02,10073.17,136,126
Electronics,P000153,ZenByte Accessories 0153,27423.59,7263.59,137,135
Electronics,P000511,PulseTech Accessories 0511,27293.55,5247.27,138,140
Electronics,P000683,Nexora Accessories 0683,25297.17,5326.26,139,139
Electronics,P000128,Aster Accessories 0128,22310.16,7525.28,140,134
Electronics,P000009,Orbit Accessories 0009,19911.02,4993.6,141,142
Electronics,P000633,Orbit Accessories 0633,19830.37,5845.0,142,137
Electronics,P000259,Aster Accessories 0259,18175.92,3593.85,143,146
Electronics,P000766,Aster Accessories 0766,17413.57,5084.83,144,141
Electronics,P000643,ZenByte Accessories 0643,16955.73,4988.49,145,143
Electronics,P000728,Nexora Accessories 0728,15801.62,3830.84,146,145
Electronics,P000413,Orbit Accessories 0413,12409.89,3018.71,147,147
Fashion,P000332,Walkway Footwear 0332,442611.82,235225.72,1,1
Fashion,P000731,Walkway Bags 0731,412929.44,217830.94,2,2
Fashion,P000588,Walkway Bags 0588,410609.9,190961.15,3,4
Fashion,P000313,Luma Bags 0313,388340.4,179091.36,4,5
Fashion,P000112,Walkway Bags 0112,371124.51,193948.39,5,3
Fashion,P000115,Luma Bags 0115,330918.73,163339.85,6,6
Fashion,P000077,Walkway Bags 0077,250650.88,112785.88,7,9
Fashion,P000108,UrbanThread Footwear 0108,219479.71,123973.31,8,8
Fashion,P000084,Modeva Bags 0084,216738.0,125634.75,9,7
Fashion,P000738,Luma Women Apparel 0738,201319.94,82246.02,10,17
Fashion,P000283,Modeva Women Apparel 0283,200443.24,69605.44,11,24
Fashion,P000175,UrbanThread Footwear 0175,189297.54,98921.94,12,10
Fashion,P000593,Walkway Women Apparel 0593,158674.88,92217.58,13,11
Fashion,P000705,NorthStitch Footwear 0705,157978.55,76462.43,14,21
Fashion,P000263,Modeva Footwear 0263,151690.32,80486.87,15,20
Fashion,P000243,Modeva Bags 0243,151216.33,86880.83,16,13
Fashion,P000596,NorthStitch Bags 0596,145992.61,83074.46,17,15
Fashion,P000514,UrbanThread Bags 0514,145791.09,86869.59,18,14
Fashion,P000658,Walkway Women Apparel 0658,144637.41,87596.25,19,12
Fashion,P000416,UrbanThread Bags 0416,144017.45,65240.75,20,29
Fashion,P000319,Modeva Men Apparel 0319,143666.32,82824.88,21,16
Fashion,P000074,NorthStitch Accessories 0074,142707.39,56864.49,22,36
Fashion,P000737,UrbanThread Women Apparel 0737,142167.43,75221.31,23,22
Fashion,P000255,Luma Footwear 0255,141911.04,54143.88,24,38
Fashion,P000200,Luma Men Apparel 0200,137915.16,68927.15,25,25
Fashion,P000039,Luma Bags 0039,137162.44,82046.16,26,18
Fashion,P000398,Walkway Bags 0398,136692.16,81539.46,27,19
Fashion,P000747,UrbanThread Women Apparel 0747,136087.97,68652.89,28,26
Fashion,P000352,Walkway Men Apparel 0352,136033.57,43599.81,29,54
Fashion,P000665,Walkway Footwear 0665,134570.48,49653.7,30,44
Fashion,P000716,NorthStitch Bags 0716,127266.38,48117.17,31,46
Fashion,P000169,Luma Footwear 0169,125864.36,55399.46,32,37
Fashion,P000701,Modeva Men Apparel 0701,125331.13,71995.93,33,23
Fashion,P000163,Modeva Bags 0163,124733.3,60665.52,34,33
Fashion,P000445,Luma Footwear 0445,123417.68,57638.36,35,35
Fashion,P000272,Modeva Footwear 0272,123404.35,68228.47,36,27
Fashion,P000516,UrbanThread Men Apparel 0516,123004.92,45188.42,37,50
Fashion,P000419,Modeva Footwear 0419,121281.88,39365.47,38,59
Fashion,P000556,Walkway Men Apparel 0556,120672.14,53621.1,39,40
Fashion,P000702,Luma Footwear 0702,120184.36,51276.08,40,41
Fashion,P000196,UrbanThread Bags 0196,114522.88,60754.86,41,32
Fashion,P000798,UrbanThread Bags 0798,113495.48,46988.91,42,47
Fashion,P000221,Walkway Women Apparel 0221,111464.98,62778.86,43,31
Fashion,P000771,Modeva Women Apparel 0771,110087.5,45058.76,44,51
Fashion,P000691,Walkway Bags 0691,109578.67,67260.01,45,28
Fashion,P000488,Luma Footwear 0488,107955.73,63703.09,46,30
Fashion,P000103,UrbanThread Bags 0103,107642.68,34650.52,47,67
Fashion,P000656,Luma Footwear 0656,104633.51,43755.42,48,53
Fashion,P000254,Luma Men Apparel 0254,103685.39,45041.39,49,52
Fashion,P000071,Walkway Women Apparel 0071,102300.28,49182.38,50,45
Fashion,P000192,Luma Women Apparel 0192,101937.82,60367.9,51,34
Fashion,P000157,NorthStitch Women Apparel 0157,100597.09,33709.5,52,68
Fashion,P000044,Walkway Footwear 0044,98927.12,50274.2,53,43
Fashion,P000536,Modeva Women Apparel 0536,95589.44,50928.46,54,42
Fashion,P000134,Walkway Women Apparel 0134,94978.47,43018.21,55,56
Fashion,P000267,Luma Women Apparel 0267,91974.5,32024.5,56,72
Fashion,P000694,UrbanThread Footwear 0694,91020.31,53864.61,57,39
Fashion,P000654,NorthStitch Footwear 0654,90050.6,31244.7,58,75
Fashion,P000454,UrbanThread Accessories 0454,85506.29,46158.41,59,48
Fashion,P000089,Modeva Men Apparel 0089,83606.86,41782.22,60,57
Fashion,P000282,Modeva Men Apparel 0282,82008.67,39346.91,61,60
Fashion,P000127,Modeva Footwear 0127,81255.53,32290.37,62,71
Fashion,P000562,Modeva Women Apparel 0562,81074.64,40943.64,63,58
Fashion,P000051,NorthStitch Footwear 0051,80128.86,43599.15,64,55
Fashion,P000436,Walkway Men Apparel 0436,78987.09,25652.1,65,90
Fashion,P000407,Walkway Bags 0407,77746.32,33263.58,66,69
Fashion,P000517,UrbanThread Men Apparel 0517,75997.9,45724.3,67,49
Fashion,P000131,NorthStitch Men Apparel 0131,74748.87,26812.95,68,87
Fashion,P000369,Walkway Footwear 0369,71416.63,34815.23,69,66
Fashion,P000767,Modeva Bags 0767,70625.55,23601.55,70,96
Fashion,P000284,Luma Footwear 0284,70507.56,37743.96,71,61
Fashion,P000663,Walkway Women Apparel 0663,70393.19,23777.26,72,94
Fashion,P000076,Modeva Men Apparel 0076,69043.23,35398.23,73,65
Fashion,P000781,Modeva Men Apparel 0781,67691.44,21777.01,74,100
Fashion,P000482,Modeva Footwear 0482,66615.82,37279.26,75,62
Fashion,P000751,Luma Women Apparel 0751,64917.62,27581.37,76,83
Fashion,P000727,Walkway Women Apparel 0727,64255.52,27825.56,77,82
Fashion,P000456,Modeva Men Apparel 0456,63630.18,31293.72,78,74
Fashion,P000190,UrbanThread Footwear 0190,63625.37,32871.05,79,70
Fashion,P000036,Walkway Women Apparel 0036,63087.33,36646.89,80,64
Fashion,P000444,UrbanThread Bags 0444,62921.92,24621.67,81,92
Fashion,P000700,Modeva Footwear 0700,62111.69,30381.75,82,77
Fashion,P000476,Modeva Accessories 0476,61682.51,36705.92,83,63
Fashion,P000618,NorthStitch Men Apparel 0618,60338.75,23719.09,84,95
Fashion,P000494,Walkway Bags 0494,56307.55,31685.61,85,73
Fashion,P000669,UrbanThread Bags 0669,55666.7,28745.66,86,80
Fashion,P000048,Luma Men Apparel 0048,55642.59,27444.26,87,84
